"","Date","Hour.CST.","Fargo","Fargo.1","Fargo.2","Fargo.3","Fargo.4","Fargo.5","Fargo.6","Fargo.7","Fargo.8","Fargo.9","Fargo.10","Fargo.11","Fargo.12","Fargo.13","Fargo.14","Fargo.15","Fargo.16","Fargo.17","Fargo.18"
"5809","2018-08-12","1000","80","73","74","71","8.8","15.8","160","16","51","0.00","983","70","80","78","75","10.8","18.9","157","13"
"5810","2018-08-12","1100","83","66","76","71","8.9","15.3","160","16","61","0.00","983","71","83","81","69","11.1","18.9","155","14"
"5811","2018-08-12","1200","86","60","77","72","10.6","20.7","166","16","66","0.00","982","71","86","84","63","13.3","22.8","161","14"
"5812","2018-08-12","1300","88","57","79","73","11.0","19.9","159","16","68","0.00","982","71","88","86","60","13.9","21.1","155","14"
"5813","2018-08-12","1400","90","53","80","74","11.4","19.8","162","16","66","0.00","981","71","90","88","56","14.4","23.3","158","14"
"5814","2018-08-12","1500","91","50","82","74","12.8","23.6","168","15","59","0.00","981","70","91","90","52","16.0","26.6","163","12"
"5815","2018-08-12","1600","91","53","82","75","12.9","25.2","160","15","50","0.00","981","71","91","90","55","16.5","28.5","155","12"
"5816","2018-08-12","1700","90","56","83","75","13.0","23.4","163","14","38","0.00","980","73","90","89","58","16.5","28.9","158","12"
"5817","2018-08-12","1800","88","60","83","75","12.0","21.5","161","14","23","0.00","980","73","88","88","61","15.4","26.7","157","12"
"5818","2018-08-12","1900","86","66","83","75","11.8","22.4","155","14","10","0.00","980","74","86","86","66","14.8","25.9","151","12"
"5819","2018-08-12","2000","83","74","82","75","11.0","20.4","157","15","1","0.00","980","74","83","83","74","14.1","23.5","152","12"
"5820","2018-08-12","2100","81","80","82","74","11.3","19.0","159","13","0","0.00","981","74","81","81","79","14.3","22.9","153","11"
"5821","2018-08-12","2200","78","84","81","74","10.5","20.2","161","13","0","0.00","981","73","78","79","83","13.8","21.8","156","10"
"5822","2018-08-12","2300","77","88","80","74","9.8","20.2","162","13","0","0.00","981","73","77","77","87","12.6","22.1","156","10"
"5823","2018-08-12","2400","76","90","79","74","9.4","16.0","162","13","0","0.00","981","73","76","76","89","12.3","19.4","157","11"
"5824","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5825","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5826","2018-08-13","100","75","90","79","73","9.4","17.2","164","13","0","0.00","980","72","75","75","89","12.2","20.5","159","10"
"5827","2018-08-13","200","74","90","78","73","9.6","18.9","165","13","0","0.00","980","71","74","74","89","12.4","20.3","160","11"
"5828","2018-08-13","300","73","90","77","73","7.0","13.3","169","13","0","0.00","980","70","73","74","89","9.1","15.8","164","11"
"5829","2018-08-13","400","73","89","77","72","8.4","15.6","177","12","0","0.00","980","69","73","73","87","10.7","18.8","172","10"
"5830","2018-08-13","500","72","88","76","72","8.0","15.4","175","12","0","0.00","980","69","72","73","87","10.3","17.3","171","10"
"5831","2018-08-13","600","71","89","75","72","7.2","14.7","168","14","1","0.00","980","68","71","71","88","9.4","15.1","163","12"
"5832","2018-08-13","700","71","88","75","72","7.4","13.6","163","13","7","0.00","980","67","71","71","86","9.6","16.2","159","11"
"5833","2018-08-13","800","73","82","74","71","8.2","13.9","170","14","20","0.00","980","67","73","72","82","10.4","16.9","166","13"
"5834","2018-08-13","900","77","71","74","71","10.5","19.5","185","13","33","0.00","980","67","77","76","72","12.7","20.9","179","11"
"5835","2018-08-13","1000","81","63","75","71","11.6","19.3","202","18","47","0.00","980","67","81","79","65","13.8","22.9","198","18"
"5836","2018-08-13","1100","84","55","76","72","12.1","20.8","215","14","57","0.00","980","66","84","83","56","14.3","22.6","213","12"
"5837","2018-08-13","1200","87","49","77","72","11.9","20.0","221","15","61","0.00","979","65","87","85","50","14.2","22.9","217","14"
"5838","2018-08-13","1300","89","44","78","73","13.0","21.9","211","15","64","0.00","979","65","89","87","46","15.2","23.8","207","14"
"5839","2018-08-13","1400","91","41","80","74","12.5","20.7","214","15","63","0.00","979","64","91","89","43","14.7","23.5","211","14"
"5840","2018-08-13","1500","92","40","81","74","12.4","21.5","245","15","56","0.00","979","64","92","90","42","15.8","23.6","241","12"
"5841","2018-08-13","1600","90","45","82","75","10.0","18.2","278","26","46","0.00","980","67","90","89","47","13.0","22.0","271","23"
"5842","2018-08-13","1700","89","48","83","75","8.0","16.5","297","16","34","0.00","980","67","89","88","49","10.5","17.0","289","14"
"5843","2018-08-13","1800","88","47","83","75","7.4","13.2","309","18","21","0.00","980","66","88","88","48","9.5","14.9","302","15"
"5844","2018-08-13","1900","86","50","83","75","8.9","19.2","338","15","9","0.00","980","66","86","86","50","10.8","21.8","329","14"
"5845","2018-08-13","2000","80","49","82","75","8.8","20.3","352","15","1","0.00","981","60","80","81","49","10.6","21.4","345","12"
"5846","2018-08-13","2100","76","46","81","74","10.5","19.2","0","15","0","0.00","981","54","76","76","46","12.4","22.9","355","16"
"5847","2018-08-13","2200","72","52","80","73","12.0","22.3","353","15","0","0.00","983","53","72","72","52","14.2","25.4","346","14"
"5848","2018-08-13","2300","69","60","79","73","10.4","20.9","14","18","0","0.00","982","54","69","69","60","12.2","20.3","8","16"
"5849","2018-08-13","2400","67","65","78","72","7.7","13.7","35","15","0","0.00","982","55","67","67","64","8.9","14.6","30","15"
"5850","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5851","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5852","2018-08-14","100","65","75","77","72","6.7","12.1","10","26","0","0.03","982","57","65","65","73","8.2","13.9","5","26"
"5853","2018-08-14","200","62","90","76","71","6.0","16.8","336","53","0","0.20","983","59","62","62","88","7.8","19.3","325","52"
"5854","2018-08-14","300","62","93","75","70","4.2","8.3","340","24","0","0.00","983","60","62","62","91","5.3","9.2","331","23"
"5855","2018-08-14","400","61","92","74","70","5.1","8.8","355","15","0","0.00","983","59","61","62","91","6.2","12.2","349","15"
"5856","2018-08-14","500","61","91","73","69","5.7","10.7","353","13","0","0.00","983","58","61","61","90","6.9","12.4","347","13"
"5857","2018-08-14","600","60","89","72","69","7.6","14.6","352","13","0","0.00","983","57","60","60","88","9.0","16.4","345","13"
"5858","2018-08-14","700","59","89","72","69","7.0","13.1","354","13","2","0.00","984","55","59","59","88","8.3","15.2","347","12"
"5859","2018-08-14","800","60","88","71","69","6.8","14.1","356","13","19","0.00","984","56","60","59","87","7.9","14.4","350","13"
"5860","2018-08-14","900","63","83","70","68","9.7","16.0","9","14","30","0.00","984","57","63","62","83","11.3","17.8","4","12"
"5861","2018-08-14","1000","65","73","71","68","9.8","15.9","13","14","42","0.00","985","56","65","64","73","11.4","17.8","7","13"
"5862","2018-08-14","1100","67E","71E","71E","69E","9.1E","15.3E","4E","19E","53E","0.00E","983E","57E","67E","62E","76E","7.8E","14.0E","330E","18E"
"5863","2018-08-14","1200","70","62","72","69","8.5","16.2","6","17","67","0.00","985","56","70","68","63","9.4","17.5","359","16"
"5864","2018-08-14","1300","71","59","73","70","6.3","11.6","12","22","67","0.00","984","56","71","69","60","6.9","12.8","2","22"
"5865","2018-08-14","1400","72","55","74","70","7.0","13.1","358","24","66","0.00","984","55","72","70","56","7.8","15.3","349","24"
"5866","2018-08-14","1500","73","51","76","71","8.0","15.1","8","18","61","0.00","983","54","73","71","52","8.9","15.8","0","17"
"5867","2018-08-14","1600","74","48","77","71","8.6","17.5","2","21","50","0.00","983","53","74","72","48","9.8","18.0","354","18"
"5868","2018-08-14","1700","73","48","77","72","7.5","19.4","0","17","24","0.00","983","52","73","72","49","8.5","16.7","353","15"
"5869","2018-08-14","1800","72","49","77","71","8.1","13.7","0","15","15","0.00","983","52","72","71","49","9.5","14.6","353","15"
"5870","2018-08-14","1900","70","52","77","71","6.9","11.2","19","12","6","0.00","983","52","70","70","52","8.0","11.9","14","12"
"5871","2018-08-14","2000","68","56","76","70","4.9","9.7","27","8","1","0.00","983","52","68","68","55","6.0","10.8","22","8"
"5872","2018-08-14","2100","66","60","75","70","2.1","5.6","35","15","0","0.00","983","52","66","67","57","3.2","6.8","34","13"
"5873","2018-08-14","2200","66","62","73","69","5.1","10.3","43","13","0","0.00","984","52","66","66","60","6.2","11.8","39","12"
"5874","2018-08-14","2300","64","65","72","69","3.7","8.1","61","12","0","0.00","984","52","64","64","63","4.8","9.0","58","11"
"5875","2018-08-14","2400","62","71","71","68","1.2","4.0","38","47","0","0.00","984","52","62","63","66","2.0","6.3","40","37"
"5876","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5877","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5878","2018-08-15","100","58","82","71","68","0.7","2.7","360","15","0","0.00","983","53","58","61","72","1.7","4.6","33","17"
"5879","2018-08-15","200","57","86","70","67","0.5","2.5","14","23","0","0.00","983","52","57","60","74","1.8","4.1","56","13"
"5880","2018-08-15","300","54","93","69","67","0.4","1.7","324","12","0","0.00","983","52","54","57","83","1.4","3.4","348","14"
"5881","2018-08-15","400","53","95","68","66","1.1","3.4","325","21","0","0.00","983","51","53","54","89","2.1","3.7","340","15"
"5882","2018-08-15","500","52","97","67","66","0.6","2.1","301","20","0","0.00","983","51","52","53","93","1.2","3.1","326","17"
"5883","2018-08-15","600","51","98","66","65","0.5","3.0","338","20","1","0.00","983","50","51","52","94","1.4","3.9","353","16"
"5884","2018-08-15","700","53","95","65","65","1.1","3.9","342","17","11","0.00","984","52","53","53","92","1.8","5.1","331","16"
"5885","2018-08-15","800","58","89","65","64","1.7","4.2","341","19","24","0.00","984","55","58","57","88","1.9","4.6","332","19"
"5886","2018-08-15","900","64","76","65","65","2.1","5.5","347","31","38","0.00","984","56","64","62","76","2.2","5.0","340","28"
"5887","2018-08-15","1000","68","60","66","65","4.3","10.6","23","23","51","0.00","984","54","68","67","60","4.7","11.1","17","23"
"5888","2018-08-15","1100","71","51","68","66","4.4","11.4","49","27","61","0.00","984","52","71","70","52","5.0","11.3","43","27"
"5889","2018-08-15","1200","73","47","70","67","4.0","10.2","43","32","68","0.00","984","52","73","71","48","4.3","10.3","40","31"
"5890","2018-08-15","1300","75","45","72","68","4.0","10.6","75","45","71","0.00","983","52","75","73","46","4.5","11.1","67","44"
"5891","2018-08-15","1400","76","42","74","69","3.6","11.6","38","48","69","0.00","983","51","76","74","43","3.9","10.6","33","47"
"5892","2018-08-15","1500","77","39","76","70","3.3","8.1","46","48","63","0.00","982","50","77","76","40","3.5","9.8","44","46"
"5893","2018-08-15","1600","79","36","78","71","3.5","10.1","104","59","53","0.00","982","50","79","77","37","3.7","9.2","100","57"
"5894","2018-08-15","1700","80","36","79","71","3.6","10.6","226","51","40","0.00","982","50","80","78","37","4.2","10.9","225","49"
"5895","2018-08-15","1800","79","40","79","72","3.3","8.7","226","54","25","0.00","981","52","79","78","40","4.0","9.0","223","54"
"5896","2018-08-15","1900","78","44","79","71","2.1","6.1","266","21","11","0.00","982","54","78","77","43","2.8","6.7","260","20"
"5897","2018-08-15","2000","74","48","78","71","1.5","4.0","195","24","1","0.00","982","53","74","75","45","2.6","5.8","183","19"
"5898","2018-08-15","2100","70","57","77","70","0.6","2.6","343","24","0","0.00","982","54","70","73","49","1.0","3.1","312","39"
"5899","2018-08-15","2200","66","66","76","70","0.7","2.6","202","21","0","0.00","982","54","66","70","55","1.5","5.0","185","24"
"5900","2018-08-15","2300","65","70","74","69","1.1","4.2","359","32","0","0.00","982","55","65","69","58","1.8","4.0","354","40"
"5901","2018-08-15","2400","60","81","73","68","0.1","1.4","214","4","0","0.00","982","55","60","66","67","0.6","2.1","132","45"
"5902","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5903","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5904","2018-08-16","100","61","82","72","68","0.4","1.5","223","18","0","0.00","982","55","61","66","69","1.0","2.1","181","15"
"5905","2018-08-16","200","62","82","71","67","0.4","2.4","155","6","0","0.00","982","56","62","65","71","1.4","3.1","157","12"
"5906","2018-08-16","300","60","87","70","67","0.9","2.1","159","8","0","0.00","982","56","60","64","77","1.9","3.2","163","13"
"5907","2018-08-16","400","59","89","69","66","0.8","2.1","145","55","0","0.00","982","56","59","62","82","1.3","3.1","119","55"
"5908","2018-08-16","500","57","92","69","66","0.4","3.4","1","16","0","0.00","983","54","57","60","86","1.1","4.4","12","11"
"5909","2018-08-16","600","57","93","68","65","1.2","3.1","160","46","1","0.00","983","55","57","60","87","1.9","4.4","106","46"
"5910","2018-08-16","700","61","90","67","65","0.3","2.1","197","9","9","0.00","984","58","61","61","86","1.1","3.0","180","7"
"5911","2018-08-16","800","66","78","67","65","0.9","4.6","180","17","23","0.00","984","59","66","65","78","1.0","4.5","175","14"
"5912","2018-08-16","900","71","65","67","65","1.2","4.1","246","37","37","0.00","984","59","71","70","65","1.3","3.9","245","36"
"5913","2018-08-16","1000","74","57","68","66","1.8","5.6","47","49","51","0.00","984","58","74","73","58","1.9","5.7","41","48"
"5914","2018-08-16","1100","77","50","70","67","2.7","7.2","2","43","61","0.00","984","57","77","76","51","2.9","7.3","355","40"
"5915","2018-08-16","1200","79","43","72","68","3.8","12.4","334","43","67","0.00","984","55","79","77","44","4.1","11.8","326","40"
"5916","2018-08-16","1300","81","39","74","69","3.4","8.7","356","44","70","0.00","984","54","81","79","40","3.7","9.5","347","43"
"5917","2018-08-16","1400","82","36","76","70","3.4","10.6","344","57","68","0.00","984","53","82","81","37","3.6","11.1","335","54"
"5918","2018-08-16","1500","84","34","78","71","3.8","10.2","28","43","61","0.00","984","52","84","82","35","4.1","11.8","23","43"
"5919","2018-08-16","1600","85","31","80","72","3.5","9.7","32","50","52","0.00","984","51","85","83","32","3.8","10.2","26","51"
"5920","2018-08-16","1700","85","29","80","72","3.2","9.3","354","43","39","0.00","984","50","85","84","30","3.6","9.7","346","40"
"5921","2018-08-16","1800","85","30","81","72","4.5","9.2","349","25","25","0.00","984","50","85","84","30","5.1","10.2","342","24"
"5922","2018-08-16","1900","83","36","81","72","3.8","6.8","69","20","11","0.00","983","53","83","83","35","4.7","7.7","67","19"
"5923","2018-08-16","2000","80","40","80","72","1.4","4.6","73","17","1","0.00","984","53","80","81","38","2.3","5.8","77","15"
"5924","2018-08-16","2100","72","54","79","71","0.2","1.7","267","9","0","0.00","985","55","72","77","44","0.0","1.1","14","10"
"5925","2018-08-16","2200","69","65","77","70","3.7","8.7","351","15","0","0.00","985","57","69","70","62","5.2","10.5","345","14"
"5926","2018-08-16","2300","65","79","76","70","1.6","5.3","336","24","0","0.00","986","58","65","66","76","3.0","6.6","337","14"
"5927","2018-08-16","2400","64","83","75","69","3.7","7.8","357","14","0","0.00","986","59","64","64","81","4.9","9.7","347","13"
"5928","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5929","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5930","2018-08-17","100","62","87","74","69","2.0","4.4","321","19","0","0.00","986","58","62","63","84","3.1","5.8","324","17"
"5931","2018-08-17","200","61","92","73","68","1.8","4.6","325","19","0","0.00","986","58","61","61","89","3.0","6.1","321","14"
"5932","2018-08-17","300","61","93","72","68","2.2","4.4","352","12","0","0.00","986","59","61","61","91","3.3","6.3","343","10"
"5933","2018-08-17","400","60","94","71","67","1.8","4.7","349","16","0","0.00","986","58","60","60","93","2.8","6.0","342","12"
"5934","2018-08-17","500","59","96","71","67","2.3","5.7","342","21","0","0.00","986","58","59","59","95","3.2","6.1","336","15"
"5935","2018-08-17","600","59","95","70","67","3.9","6.1","353","11","0","0.00","987","57","59","58","94","4.8","8.0","344","10"
"5936","2018-08-17","700","59","95","69","66","3.5","7.0","343","13","4","0.00","987","57","59","58","94","4.3","8.1","335","10"
"5937","2018-08-17","800","59","94","69","66","5.2","8.6","350","12","12","0.00","987","58","59","58","94","6.0","9.2","343","9"
"5938","2018-08-17","900","62","91","69","66","4.2","7.7","344","18","24","0.00","987","59","62","60","91","4.6","8.3","336","15"
"5939","2018-08-17","1000","65","85","69","66","4.8","9.1","345","17","33","0.00","988","60","65","63","86","5.3","9.5","337","14"
"5940","2018-08-17","1100","69","79","69","67","4.2","8.8","339","21","44","0.00","988","62","69","67","79","4.6","8.3","330","19"
"5941","2018-08-17","1200","73","72","71","67","4.4","9.1","346","23","51","0.00","987","63","73","71","73","4.7","9.0","339","21"
"5942","2018-08-17","1300","77","62","72","68","4.2","9.1","23","30","55","0.00","987","63","77","75","63","4.7","10.0","18","28"
"5943","2018-08-17","1400","80","57","74","69","3.3","7.5","59","34","50","0.00","987","63","80","78","58","3.8","7.2","52","33"
"5944","2018-08-17","1500","80","54","75","70","3.3","7.2","50","32","46","0.00","986","62","80","79","55","3.8","7.8","47","31"
"5945","2018-08-17","1600","81","52","76","70","3.5","7.7","45","34","36","0.00","986","62","81","80","52","3.8","7.8","41","34"
"5946","2018-08-17","1700","81","55","77","71","2.6","5.7","47","33","24","0.00","986","63","81","80","55","2.9","5.7","42","31"
"5947","2018-08-17","1800","81","56","77","71","1.5","4.1","91","49","13","0.00","986","63","81","80","56","1.7","4.4","86","45"
"5948","2018-08-17","1900","79","58","77","71","0.7","3.0","144","43","5","0.00","986","63","79","79","57","0.9","3.4","128","38"
"5949","2018-08-17","2000","76","63","77","71","0.8","2.5","208","36","1","0.00","986","63","76","77","59","1.0","2.9","212","35"
"5950","2018-08-17","2100","72","70","76","70","1.3","4.9","224","26","0","0.00","986","62","72","75","65","2.1","6.7","223","18"
"5951","2018-08-17","2200","70","81","75","70","0.2","1.7","219","5","0","0.00","986","64","70","72","75","1.3","4.0","223","21"
"5952","2018-08-17","2300","68","86","74","69","1.0","3.5","148","6","0","0.00","985","64","68","72","77","1.9","4.4","160","16"
"5953","2018-08-17","2400","68","86","73","69","2.9","4.2","176","13","0","0.00","986","64","68","70","82","3.7","5.2","170","10"
"5954","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5955","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5956","2018-08-18","100","66","90","72","68","1.8","4.7","168","19","0","0.00","986","63","66","68","85","2.9","5.1","174","16"
"5957","2018-08-18","200","66","92","71","68","3.4","5.5","159","7","0","0.00","986","64","66","67","89","4.5","7.2","157","6"
"5958","2018-08-18","300","65","93","71","67","4.4","7.6","168","9","0","0.00","985","63","65","65","91","5.6","8.0","165","8"
"5959","2018-08-18","400","64","95","70","67","4.8","8.2","165","9","0","0.00","985","62","64","64","93","6.2","9.3","160","8"
"5960","2018-08-18","500","63","96","70","67","4.9","8.7","165","10","0","0.00","985","62","63","63","95","6.2","9.6","159","10"
"5961","2018-08-18","600","62","96","69","67","4.1","10.1","170","9","0","0.00","985","61","62","62","94","5.2","10.6","167","9"
"5962","2018-08-18","700","63","95","69","66","4.2","7.2","159","10","5","0.00","985","61","63","62","94","5.2","9.1","153","9"
"5963","2018-08-18","800","64","92","68","66","5.0","9.3","157","14","14","0.00","985","62","64","63","91","5.9","9.2","152","13"
"5964","2018-08-18","900","67","85","68","66","6.1","10.3","165","11","25","0.00","985","63","67","66","84","7.1","11.4","160","9"
"5965","2018-08-18","1000","72","76","69","67","7.0","10.6","163","15","35","0.00","984","64","72","70","77","8.1","12.2","158","13"
"5966","2018-08-18","1100","75","70","69","67","7.6","12.9","162","16","45","0.00","984","65","75","73","72","8.8","14.4","158","14"
"5967","2018-08-18","1200","78","65","71","68","7.6","13.7","166","15","50","0.00","983","66","78","76","67","8.8","14.2","161","13"
"5968","2018-08-18","1300","81","63","72","68","8.5","17.0","165","17","52","0.00","983","67","81","79","65","10.0","17.8","161","16"
"5969","2018-08-18","1400","82","60","73","69","9.1","16.0","172","17","52","0.00","982","67","82","80","62","10.7","17.3","168","15"
"5970","2018-08-18","1500","84","55","74","70","9.8","18.0","175","18","47","0.00","981","66","84","82","57","11.4","19.3","171","17"
"5971","2018-08-18","1600","84","56","75","70","11.7","19.3","174","14","40","0.00","981","67","84","82","58","13.9","22.4","169","13"
"5972","2018-08-18","1700","83","59","76","71","10.8","18.7","167","14","28","0.00","980","68","83","82","60","13.1","21.3","162","13"
"5973","2018-08-18","1800","82","63","76","71","10.5","20.2","159","14","16","0.00","980","68","82","81","63","12.8","20.4","154","13"
"5974","2018-08-18","1900","80","65","76","71","9.9","17.5","162","13","5","0.00","980","67","80","79","65","11.9","19.5","158","11"
"5975","2018-08-18","2000","77","67","76","70","8.7","15.8","163","12","0","0.00","980","65","77","77","67","10.6","20.5","158","11"
"5976","2018-08-18","2100","75","73","75","70","8.4","16.2","153","13","0","0.00","980","66","75","75","72","10.4","18.0","148","11"
"5977","2018-08-18","2200","73","78","74","70","9.7","17.0","164","12","0","0.00","980","66","73","73","78","11.8","19.5","159","11"
"5978","2018-08-18","2300","73","78","74","70","8.8","16.5","171","11","0","0.00","979","66","73","73","77","10.5","17.7","167","10"
"5979","2018-08-18","2400","72","78","73","69","7.9","16.0","167","13","0","0.00","979","65","72","72","77","9.8","16.7","162","12"
"5980","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"5981","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"5982","2018-08-19","100","71","83","73","69","7.6","13.2","162","12","0","0.00","979","65","71","70","82","9.3","14.4","157","10"
"5983","2018-08-19","200","70","86","72","69","7.8","12.7","164","12","0","0.00","978","65","70","69","85","9.5","15.3","158","10"
"5984","2018-08-19","300","69","88","72","69","8.6","15.1","164","11","0","0.00","977","65","69","69","87","10.5","17.5","159","10"
"5985","2018-08-19","400","69","88","71","68","6.5","14.6","162","15","0","0.00","978","65","69","69","87","7.9","16.3","157","14"
"5986","2018-08-19","500","69","88","71","68","6.9","22.1","308","67","0","0.07","980","66","69","69","87","8.4","25.4","301","67"
"5987","2018-08-19","600","68","94","71","68","11.3","25.8","11","16","0","0.19","981","66","68","68","93","13.5","27.4","5","15"
"5988","2018-08-19","700","67","95","70","68","14.2","24.8","358","17","0","0.05","982","66","67","67","94","16.9","27.2","351","14"
"5989","2018-08-19","800","67","94","70","67","10.3","18.8","337","16","0","0.19","982","65","67","66","93","12.3","22.3","330","14"
"5990","2018-08-19","900","67","94","70","67","6.2","12.9","36","21","5","0.08","981","65","67","66","92","7.4","13.9","30","22"
"5991","2018-08-19","1000","67","95","69","67","7.6","21.9","31","19","7","0.04","982","65","67","66","94","8.9","24.0","26","20"
"5992","2018-08-19","1100","65","90","69","67","10.5","20.7","14","13","9","0.00","982","62","65","64","89","12.4","23.8","7","11"
"5993","2018-08-19","1200","66","89","69","67","8.5","15.3","18","12","6","0.00","982","62","66","65","88","10.0","16.3","11","11"
"5994","2018-08-19","1300","66","88","69","67","7.8","13.6","4","13","8","0.00","983","63","66","66","87","9.3","15.3","359","14"
"5995","2018-08-19","1400","68","85","69","67","9.0","17.0","354","14","11","0.00","983","63","68","67","84","10.5","18.0","348","13"
"5996","2018-08-19","1500","69","81","69","67","11.8","18.9","352","15","13","0.00","983","62","69","68","80","13.8","21.1","345","12"
"5997","2018-08-19","1600","70","74","68","67","11.7","19.3","358","14","21","0.00","984","61","70","69","74","13.8","22.4","351","14"
"5998","2018-08-19","1700","70","67","69","67","12.0","20.4","0","15","21","0.00","984","59","70","69","67","14.1","22.4","355","14"
"5999","2018-08-19","1800","69","61","69","67","10.0","18.0","2","14","9","0.00","984","55","69","68","60","11.8","19.9","356","14"
